,case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,adults,children,residents
8203,827,IA,False,"Emmet County, IA",Emmet County,1p3c,11712.0,9563.71284,13846.5864,12688.2012,7709.02956,11368.60764,8571.98436,75460.1256,72551.421875,1,3,4
14501,1472,MS,False,"Neshoba County, MS",Neshoba County,1p1c,8208.0,4602.41424,12076.6836,8837.2434,4641.71856,2745.13788,4737.6486,45848.8452,49441.67578125,1,1,2
25411,2570,TX,False,"Bosque County, TX",Bosque County,1p1c,8808.0,4067.25036,12301.0176,8226.5208,4665.21096,4667.625,3644.91396,46380.5388,62864.34375,1,1,2
3126,316,CT,True,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area | New Haven-Meriden, CT HUD Metro FMR Area | Waterbury, CT HUD Metro FMR Area |",New Haven County,2p1c,16509.9012,8072.7078,13071.3204,13044.9492,8907.249,12780.8508,12171.75,84558.726,92875.390625,2,1,3
18405,1867,NY,False,"Cortland County, NY",Cortland County,2p0c,8796.0,5573.172,12612.8508,11332.36008,5206.518,0.0,7110.64092,50631.5388,72074.9765625,2,0,2
21855,2212,OK,False,"Okfuskee County, OK",Okfuskee County,2p0c,7464.0,5744.36136,13665.7956,12933.5796,4785.91008,0.0,7225.02756,51818.6724,47424.98828125,2,0,2
18363,1863,NY,True,"Elmira, NY MSA",Chemung County,1p3c,14640.0,8457.90816,12854.142,10312.35936,8369.283,29849.6868,14346.1008,98829.48,71830.5859375,1,3,4
2684,269,CO,True,"Denver-Aurora-Lakewood, CO MSA",Gilpin County,1p4c,22060.5612,12987.0456,16567.0944,11890.42968,12699.1284,21484.9452,17285.1792,114974.3904,96091.40625,1,4,5
8320,839,IA,False,"Henry County, IA",Henry County,1p0c,6600.0,2780.53368,10993.73364,4710.69,3398.93736,0.0,5352.57828,33836.4732,69092.046875,1,0,1
17193,1741,NE,False,"Nuckolls County, NE",Nuckolls County,1p3c,12600.0,8965.9812,14147.8536,14959.638,7814.20536,18813.2856,10975.76592,88276.728,62348.87890625,1,3,4
18802,1907,NY,True,"Nassau-Suffolk, NY HUD Metro FMR Area",Suffolk County,1p2c,24218.3376,8109.88992,13435.2336,10413.61968,11713.7922,35945.5548,25425.102,129261.528,121846.2578125,1,2,3
26084,2637,TX,False,"Garza County, TX",Garza County,1p4c,11304.0,11231.05008,14184.3192,16385.712,8165.33784,9352.25028,2777.1876,73399.8576,69988.4609375,1,4,5
20077,2034,ND,False,"Golden Valley County, ND",Golden Valley County,2p2c,9336.0,10763.58912,15677.0316,13786.9512,7282.87428,12124.2396,6175.33596,75146.022,75292.0234375,2,2,4
6921,699,IL,False,"Whiteside County, IL",Whiteside County,1p1c,9012.0,4158.99204,11219.26176,9210.62988,4772.36976,6965.7144,6529.79292,51868.758,69989.4921875,1,1,2
1296,130,AR,False,"Cross County, AR",Cross County,2p1c,8556.0,6652.28976,13464.888,12085.3764,5510.56272,5054.03064,6207.66792,57530.8128,62636.390625,2,1,3
7627,769,IN,False,"Pulaski County, IN",Pulaski County,2p2c,8784.0,8035.21368,15234.7884,14613.2232,6094.2642,12818.5692,6970.41432,72550.4712,59798.2421875,2,2,4
19771,2004,NC,False,"Swain County, NC",Swain County,1p1c,8316.0,4785.89976,11758.77612,8980.94316,4747.33488,6394.6956,5878.0272,50861.6772,54932.11328125,1,1,2
17134,1735,NE,False,"McPherson County, NE",McPherson County,1p4c,11388.0,11304.21612,15262.9008,23337.2676,8222.28516,18094.0296,13135.7976,100744.5,71022.4765625,1,4,5
29968,3025,WV,False,"Braxton County, WV",Braxton County,2p3c,10776.0,10359.47388,14598.9336,28597.4184,7658.21628,13636.3428,11736.30468,97362.6912,50830.96875,2,3,5
7380,745,IN,False,"Knox County, IN",Knox County,1p0c,7044.0,2967.28584,10527.55008,4530.69,3627.48372,0.0,5062.83804,33759.8472,65372.87890625,1,0,1
27704,2799,TX,True,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Wilson County,1p4c,15600.4104,9767.72172,14892.0072,16171.044,9191.87472,13434.1452,5708.42172,84765.6264,91145.1875,1,4,5
13825,1404,MN,True,"Duluth, MN-WI MSA",St. Louis County,2p0c,8054.20752,6048.69876,11972.71368,9194.69976,5110.03896,0.0,6027.4296,46407.7884,78970.109375,2,0,2
24851,2514,TN,True,"Jackson, TN HUD Metro FMR Area",Madison County,1p1c,10193.81172,4495.38168,11013.76536,7330.33596,5322.47424,7669.48164,4358.57412,50383.8228,59989.23046875,1,1,2
10925,1099,KY,False,"Pulaski County, KY",Pulaski County,2p0c,6348.0,4850.37156,12622.2276,9741.58008,4057.61172,0.0,6246.41376,43866.2052,54804.78515625,2,0,2
22742,2301,PA,False,"Greene County, PA",Greene County,1p2c,8688.0,6250.44072,12348.9624,8854.65084,5412.7866,13965.5448,5598.71892,61119.1056,72958.046875,1,2,3
10662,1073,KY,False,"McCreary County, KY",McCreary County,1p2c,7956.0,5891.99268,12566.8272,9678.23148,5017.674,10412.9436,5376.50796,56900.1792,35588.765625,1,2,3
23316,2360,SC,False,"Colleton County, SC",Colleton County,2p1c,8292.0,7173.10908,13291.5516,11605.97676,5603.61876,4179.01068,5292.93348,55438.2012,45060.20703125,2,1,3
5364,543,GA,False,"Washington County, GA",Washington County,1p4c,10524.0,10572.55296,12879.7308,15095.1192,7644.11352,8962.54104,4258.56264,69936.6216,49627.53125,1,4,5
17162,1738,NE,False,"Morrill County, NE",Morrill County,1p2c,9576.0,6877.72488,13446.8304,15607.98,5961.83352,15858.0072,9278.14092,76606.518,62435.1328125,1,2,3
15667,1588,MO,True,"Kansas City, MO-KS HUD Metro FMR Area",Platte County,2p2c,12981.3588,10133.96412,14267.5608,16017.5328,8375.59272,15503.2908,10351.32792,87630.6264,100689.5390625,2,2,4
21091,2136,OH,False,"Pike County, OH",Pike County,1p1c,8808.0,4143.702,11441.9202,7252.72416,4692.91224,6904.93212,4722.89832,47967.0876,59042.49609375,1,1,2
9133,920,KS,False,"Ellis County, KS",Ellis County,1p3c,11100.0,9085.52712,12691.9272,13913.5812,7314.01248,10187.73636,6138.29292,70431.0756,80334.765625,1,3,4
18572,1884,NY,False,"Montgomery County, NY",Montgomery County,1p2c,10140.0,6676.09716,12303.5616,10045.4604,6093.13512,17117.052,7539.96096,69915.27,62247.22265625,1,2,3
11218,1128,LA,True,"Shreveport-Bossier City, LA HUD Metro FMR Area",Caddo Parish,2p3c,11883.38016,11530.86396,14690.5296,17476.626,8483.904,10245.15744,7199.1174,81509.5776,57509.4453125,2,3,5
20501,2077,OH,True,"Wheeling, WV-OH MSA",Belmont County,1p1c,8695.06644,4235.44488,10961.2764,7164.53172,4685.23428,8008.95264,4851.4728,48601.98,67819.8046875,1,1,2
3676,374,FL,True,"Orlando-Kissimmee-Sanford, FL MSA",Orange County,2p1c,15937.806,8025.36108,12085.9272,12868.9512,8682.80052,7819.4136,7509.65988,72929.9184,69132.09375,2,1,3
22854,2312,PA,True,"Williamsport, PA MSA",Lycoming County,1p4c,13692.0,11340.79908,13360.2084,13110.8316,9070.3704,20305.7772,9601.43772,90481.4244,68613.546875,1,4,5
23077,2334,PA,True,"Pittsburgh, PA HUD Metro FMR Area",Washington County,2p2c,10406.91432,9924.08784,14864.31,11030.50704,7366.72416,17770.3488,8592.86724,79955.76,83720.2109375,2,2,4
30902,3119,WI,True,"Oconto County, WI HUD Metro FMR Area",Oconto County,1p2c,8880.0,6855.32148,13927.7388,10102.36236,5701.52784,15526.584,7808.87916,68802.4104,74126.5703125,1,2,3
14411,1463,MS,False,"Lee County, MS",Lee County,1p1c,9456.0,4342.47768,11287.5666,8819.28072,4999.73292,3001.70292,4958.69532,46865.4552,64792.72265625,1,1,2
25729,2601,TX,False,"Cooke County, TX",Cooke County,2p4c,13620.0,13573.4496,15138.4332,21892.5012,9853.25976,9728.6484,4478.93736,88285.23,74995.265625,2,4,6
18949,1921,NC,False,"Anson County, NC",Anson County,2p4c,10596.0,12543.1236,14605.9404,20361.3072,8384.217,11888.1042,6578.25,84956.9412,52531.39453125,2,4,6
5053,512,GA,False,"Rabun County, GA",Rabun County,1p3c,10296.0,8637.2292,13371.6552,12619.9248,6860.25516,9223.23924,5233.96104,66242.262,54292.3984375,1,3,4
6857,692,IL,False,"Union County, IL",Union County,2p2c,8400.0,8484.9456,14773.2216,21403.0248,6118.0818,12256.0608,9687.531,81122.8656,62663.0859375,2,2,4
16162,1638,MT,False,"Glacier County, MT",Glacier County,1p2c,8808.0,7168.96368,12911.7552,10046.54004,5789.0838,14354.3976,7345.43772,66424.1772,49266.0859375,1,2,3
29789,3007,WA,False,"Pacific County, WA",Pacific County,2p4c,14304.0,21816.0744,16541.7144,19662.4308,13087.728,14201.0892,8581.45308,108194.484,63035.82421875,2,4,6
21543,2181,OK,False,"Ellis County, OK",Ellis County,1p3c,11460.0,10041.8994,15401.5896,13695.8688,7790.98608,16330.7328,9893.14092,84614.2152,69161.8671875,1,3,4
6888,695,IL,False,"Warren County, IL",Warren County,2p3c,11868.0,10066.62672,15063.9108,21445.2012,7947.78,13454.9892,9754.16376,89600.6724,63321.28125,2,3,5
6107,617,IL,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Cook County,2p2c,15246.3096,9564.30252,11471.49972,13035.768,8989.86324,19519.7832,11359.50804,89187.0348,82910.0390625,2,2,4
29548,2983,WA,False,"Adams County, WA",Adams County,2p3c,12672.0,11457.65256,15752.5728,15733.4088,8743.125,13958.1456,5465.79672,83782.6992,57949.953125,2,3,5
6405,647,IL,True,"Kankakee, IL MSA",Kankakee County,2p0c,8604.0,5516.109,12127.2276,10298.69976,5116.2726,0.0,7267.03488,48929.3436,75231.4375,2,0,2
29622,2991,WA,True,"Wenatchee, WA MSA",Douglas County,1p2c,13284.0,7146.56028,13886.0328,9071.79936,7402.79736,16440.6312,6594.57792,73826.4024,72097.5625,1,2,3
24306,2459,TN,False,"Bedford County, TN",Bedford County,2p1c,9540.0,7315.1514,13603.494,13763.274,6107.28588,5785.54428,5591.1522,61705.8984,58489.0390625,2,1,3
17367,1758,NE,False,"Sherman County, NE",Sherman County,2p2c,8808.0,8844.73248,15571.644,22552.62,6396.28128,15419.2212,9768.83568,87361.3356,72266.9921875,2,2,4
29226,2951,VA,False,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",Covington city,2p1c,8485.76148,6675.96312,13315.9584,13223.9484,5493.69072,6772.34844,7300.18728,61267.8576,59159.5546875,2,1,3
26610,2690,TX,False,"Knox County, TX",Knox County,1p0c,6456.0,2915.41044,12126.396,5506.79004,3395.6316,0.0,4524.85728,34925.0856,64025.68359375,1,0,1
709,71,AK,False,"Bethel Census Area, AK",Bethel Census Area,2p4c,24096.0,15027.5928,12010.6608,24399.5592,14176.02,25241.8884,13519.9296,128471.652,55433.203125,2,4,6
11576,1164,LA,True,"New Orleans-Metairie, LA HUD Metro FMR Area",St. Charles Parish,2p1c,12453.9636,8546.17968,14276.3256,14516.886,7609.17996,6519.9024,9208.09356,73130.5308,85728.6796875,2,1,3
19835,2010,NC,False,"Warren County, NC",Warren County,2p0c,6312.0,5953.59336,12981.9912,10749.58008,4444.30848,0.0,6254.6052,46696.0776,52751.1328125,2,0,2
5193,526,GA,False,"Taylor County, GA",Taylor County,1p3c,10104.0,9145.3008,12939.0132,13636.0944,6974.781,9028.87212,5519.07024,67347.1284,45474.01953125,1,3,4
11580,1165,LA,True,"Baton Rouge, LA HUD Metro FMR Area",St. Helena Parish,1p0c,6752.45136,3454.91712,11742.36036,6121.47984,3698.532,0.0,5758.58016,37528.3212,53706.08203125,1,0,1
11852,1193,ME,False,"Oxford County, ME",Oxford County,1p2c,10056.0,7863.45708,12943.7604,9859.49556,6492.9258,10769.28732,5776.40628,63761.3316,62239.0078125,1,2,3
27283,2757,TX,True,"Corpus Christi, TX HUD Metro FMR Area",San Patricio County,1p3c,16516.6848,8338.36236,13413.3444,12740.3568,9005.9634,13675.5156,6174.68772,79864.9164,65036.08203125,1,3,4
29877,3016,WA,True,"Olympia-Tumwater, WA MSA",Thurston County,2p2c,14892.0,10044.0168,15373.998,12634.2072,9035.30268,17660.3772,7836.69504,87476.5956,88173.5546875,2,2,4
5029,509,GA,True,"Pulaski County, GA HUD Metro FMR Area",Pulaski County,2p4c,11124.0,13439.0616,14596.7592,20531.5272,8900.16576,10903.95624,6663.45336,86158.9224,56908.75390625,2,4,6
14376,1459,MS,True,"Hattiesburg, MS MSA",Lamar County,2p1c,11498.13864,7362.498,13293.066,14636.7348,6833.95236,5490.01212,8169.01176,67283.4144,80898.4921875,2,1,3
1246,125,AR,False,"Columbia County, AR",Columbia County,2p1c,7848.0,6889.02612,13518.6264,12085.3764,5339.8056,4860.77232,5998.18356,56539.7928,49350.28515625,2,1,3
29672,2996,WA,False,"Grays Harbor County, WA",Grays Harbor County,1p2c,9840.0,7729.03932,13636.332,9831.21528,6365.95608,12620.9604,4682.33976,64705.8396,67163.6640625,1,2,3
12635,1285,MI,True,"Lansing-East Lansing, MI MSA",Ingham County,2p0c,8953.01436,5839.46628,11605.29048,8042.69976,5359.89948,0.0,6011.6796,45812.0508,75015.8046875,2,0,2
24825,2511,TN,False,"McMinn County, TN",McMinn County,2p0c,7344.0,6124.78272,12955.3344,10437.58008,4880.27124,0.0,5245.31256,46987.2804,56400.47265625,2,0,2
10885,1095,KY,True,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Pendleton County,2p0c,7447.58784,5687.29836,14454.4464,11354.95968,4759.28724,0.0,7769.79276,51473.3736,71686.8359375,2,0,2
16529,1674,MT,False,"Wheatland County, MT",Wheatland County,2p4c,10956.0,14290.2012,16196.4384,20093.0796,9147.69432,16835.454,9459.62472,96978.492,50699.53515625,2,4,6
26941,2723,TX,False,"Moore County, TX",Moore County,1p1c,9876.0,4296.60612,11166.23808,8226.5208,5135.29428,4914.1524,3839.48436,47454.2964,60703.90234375,1,1,2
9982,1005,KY,False,"Bath County, KY",Bath County,1p2c,8124.0,6228.03732,12787.3884,9510.75732,5200.30956,10575.72732,5622.2226,58048.4412,54080.875,1,2,3
21825,2209,OK,False,"Muskogee County, OK",Muskogee County,2p0c,6816.0,5516.109,12726.6132,11037.58008,4468.40952,0.0,6209.08956,46773.8028,56736.24609375,2,0,2
2104,211,CA,False,"Modoc County, CA",Modoc County,1p4c,13080.0,12291.9624,16055.0184,19059.126,9193.26192,11972.5584,7922.66376,89574.5916,58742.6640625,1,4,5
21542,2181,OK,False,"Ellis County, OK",Ellis County,1p2c,9216.0,7527.41088,14910.9888,10970.17524,6066.798,13934.5404,7817.53932,70443.4512,69161.8671875,1,2,3
25675,2596,TX,False,"Collingsworth County, TX",Collingsworth County,2p0c,7728.0,5782.40328,13535.2344,11013.58008,4895.35176,0.0,5479.83216,48434.4024,51439.87890625,2,0,2
25855,2614,TX,False,"DeWitt County, TX",DeWitt County,2p0c,8124.0,4964.49792,13689.0816,11013.58008,4742.47884,0.0,5398.4022,47932.0404,72567.8515625,2,0,2
20665,2093,OH,True,"Columbus, OH HUD Metro FMR Area",Fairfield County,2p0c,8973.92508,5401.98192,13207.2264,9410.69976,5208.9576,0.0,6106.14072,48308.9292,83422.4296875,2,0,2
15917,1613,MO,False,"Vernon County, MO",Vernon County,2p2c,8256.0,8994.64164,13998.1404,16373.5428,6250.58784,9065.8476,6440.15988,69378.9204,55176.49609375,2,2,4
1304,131,AR,False,"Dallas County, AR",Dallas County,1p4c,11232.0,10572.55296,12879.3912,14413.9752,7900.6494,10428.97776,5542.56264,72970.1076,53087.93359375,1,4,5
10664,1073,KY,False,"McCreary County, KY",McCreary County,1p4c,9900.0,9621.38892,13186.8996,14485.674,7073.3694,11872.86252,5406.75768,71546.9532,35588.765625,1,4,5
3230,330,FL,False,"Bradford County, FL",Bradford County,1p0c,7644.0,3133.28796,10944.0696,5818.79004,3905.03652,0.0,4733.28516,36178.4712,56017.46875,1,0,1
24574,2486,TN,True,"Grainger County, TN HUD Metro FMR Area",Grainger County,1p4c,11088.0,10901.8008,13639.6068,14414.4048,7967.77224,11394.50976,2454.85164,71860.9452,53532.55078125,1,4,5
19878,2014,NC,False,"Wilkes County, NC",Wilkes County,2p3c,11904.0,9920.20308,14279.058,15570.462,7907.76924,12102.7596,6956.8674,78641.1216,57572.08203125,2,3,5
6023,609,IL,False,"Carroll County, IL",Carroll County,1p3c,10452.0,8338.36236,13813.98,14272.2288,6808.48896,13360.746,7934.85132,74980.6584,70213.3359375,1,3,4
27532,2782,TX,True,"Longview, TX HUD Metro FMR Area",Upshur County,1p2c,9970.11696,6541.6794,13129.3476,9811.19088,5982.87492,11028.8262,3834.64056,60298.6752,65966.3828125,1,2,3
8095,816,IA,False,"Clay County, IA",Clay County,2p0c,6576.0,5877.50868,13357.9908,9901.37988,4512.39732,0.0,6367.71096,46592.988,69433.9765625,2,0,2
13841,1406,MN,True,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",Sherburne County,1p1c,14133.5508,4954.09428,12568.668,6243.5178,6916.20624,13342.0944,9149.39424,67307.5248,100043.6640625,1,1,2
3623,369,FL,True,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",Miami-Dade County,1p3c,24816.0,10789.06416,11502.39996,12471.3708,12901.1196,16191.18,11448.20292,100119.3396,59423.44921875,1,3,4
25700,2599,TX,False,"Comanche County, TX",Comanche County,1p0c,6456.0,2946.53544,11644.42968,5506.79004,3406.90944,0.0,4437.1212,34397.7864,62512.14453125,1,0,1
20547,2081,OH,False,"Champaign County, OH",Champaign County,2p2c,8880.0,8784.76752,14856.2496,13571.4012,6400.64208,12471.8124,6221.6916,71186.5668,72476.4609375,2,2,4
18507,1877,NY,True,"Utica-Rome, NY MSA",Herkimer County,2p2c,8604.66504,8544.91044,14480.2608,15207.9612,6213.96756,23161.434,9857.75028,86070.9492,71906.578125,2,2,4
16963,1718,NE,False,"Harlan County, NE",Harlan County,1p3c,10956.0,9892.46556,14545.8336,18695.5536,7554.22116,17890.0152,11972.20308,91506.2928,71927.109375,1,3,4
29567,2985,WA,True,"Kennewick-Richland, WA MSA",Benton County,2p2c,12489.8184,9294.46368,15298.644,12167.1828,7893.30468,16170.99,6514.5,79828.9044,83393.6796875,2,2,4
25452,2574,TX,False,"Brewster County, TX",Brewster County,1p2c,9900.0,6967.33668,12035.7156,10946.25072,6111.70092,8543.3328,3411.7734,57916.1076,67607.25,1,2,3
13584,1380,MN,False,"Marshall County, MN",Marshall County,1p4c,11652.0,11450.54952,14906.2584,15373.7748,8370.96456,12880.4664,7107.56256,81741.5748,78225.6640625,1,4,5
22326,2259,OR,True,"Salem, OR MSA",Marion County,2p1c,13095.7884,7362.498,13242.648,11064.80712,7412.844,9508.31832,11368.55052,73055.4552,71803.890625,2,1,3
16892,1711,NE,False,"Garden County, NE",Garden County,1p2c,8808.0,6922.53,14743.1664,15607.98,5699.7912,15519.2676,9267.31272,76568.0508,58925.4375,1,2,3
8373,844,IA,False,"Jackson County, IA",Jackson County,1p3c,12276.0,8667.1164,13798.1664,11582.37012,7588.51752,11693.73852,8050.89036,73656.7968,77272.765625,1,3,4
14758,1497,MS,False,"Warren County, MS",Warren County,2p3c,12144.0,11713.89336,14561.7216,20387.5032,8644.65528,4790.81688,6979.98408,79222.5756,57817.4921875,2,3,5
3839,390,FL,True,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",Volusia County,2p4c,16872.0,15723.702,14988.6492,19861.6308,11810.70852,13153.458,6656.59356,99066.738,64295.73828125,2,4,6
16084,1630,MT,False,"Daniels County, MT",Daniels County,1p4c,13908.0,13023.6288,15261.4956,15079.8,9758.39064,17977.422,13131.1176,98139.8556,78500.8515625,1,4,5
15053,1527,MO,False,"Clark County, MO",Clark County,1p3c,10356.0,8099.27052,13731.2964,19711.7208,6687.07248,10233.79032,8116.40628,76935.5568,62854.07421875,1,3,4
29370,2966,VA,False,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,1p0c,6719.71068,2956.91076,10064.72316,5302.79004,3506.22144,0.0,5419.81644,33970.1724,45913.5,1,0,1
16115,1633,MT,False,"Fallon County, MT",Fallon County,2p0c,8520.0,6505.20408,13939.2324,10026.56028,5444.22396,0.0,7100.0976,51535.3188,97228.1015625,2,0,2
24644,2493,TN,False,"Hardin County, TN",Hardin County,1p4c,9984.0,11121.30108,13681.4748,14700.7716,7647.28344,9919.4304,1841.55468,68895.8148,51701.71875,1,4,5
10932,1100,KY,False,"Robertson County, KY",Robertson County,1p2c,7956.0,5981.60448,13348.8012,9510.75732,5050.14372,10412.9436,5577.1014,57837.3516,57175.7265625,1,2,3
31164,3145,WI,False,"Waupaca County, WI",Waupaca County,1p4c,12228.0,9840.88764,14064.1392,15055.9716,7996.42824,17651.3256,9380.92968,86217.6792,74928.5234375,1,4,5
26340,2663,TX,True,"Hood County, TX HUD Metro FMR Area",Hood County,1p0c,10884.0,2946.53544,11026.3074,5413.47984,5011.3488,0.0,5496.93756,40778.6076,81502.265625,1,0,1
30916,3120,WI,False,"Oneida County, WI",Oneida County,2p1c,9300.0,6770.658,14744.6088,13180.0992,5823.033,8651.21772,7734.92208,66204.5388,74454.1328125,2,1,3
3260,333,FL,False,"Calhoun County, FL",Calhoun County,1p0c,7548.0,3403.04112,11289.5274,5686.79004,3967.9944,0.0,4823.01384,36718.3656,58760.12109375,1,0,1
7385,745,IN,False,"Knox County, IN",Knox County,2p0c,7092.0,5440.02432,12547.3764,9061.37988,4540.84644,0.0,5857.92588,44539.5528,65372.87890625,2,0,2
14083,1430,MS,False,"Carroll County, MS",Carroll County,1p3c,10236.0,9115.41432,13787.3388,14682.15,7011.78072,4413.78552,5009.7462,64256.2152,67183.171875,1,3,4
4845,491,GA,True,"Columbus, GA-AL MSA",Marion County,2p0c,5158.65972,5953.59336,13175.0484,10802.95968,4026.40764,0.0,6254.6682,45371.3376,58063.93359375,2,0,2
24262,2455,SD,False,"Walworth County, SD",Walworth County,1p2c,8628.0,6765.70896,12767.4444,12856.6176,5577.74784,11218.19892,4124.39064,61938.1056,72977.5546875,1,2,3
20777,2104,OH,False,"Harrison County, OH",Harrison County,2p2c,8808.0,8514.92796,15156.3624,14182.1256,6276.78,11991.81816,6213.05052,71143.0668,59927.62109375,2,2,4
17817,1808,NJ,True,"Newark, NJ HUD Metro FMR Area",Essex County,2p2c,18341.3508,12622.482,11190.68112,14366.1984,11219.41776,19493.9076,11875.73436,99109.77,82683.1171875,2,2,4
30760,3105,WI,False,"Juneau County, WI",Juneau County,1p0c,6432.0,3112.53768,11192.0574,4590.69,3458.36244,0.0,5018.65248,33804.2988,66105.0078125,1,0,1
11089,1115,KY,False,"Wayne County, KY",Wayne County,2p4c,11388.0,11915.967,15031.8996,19356.4632,8443.94676,12336.4464,7376.35176,85849.0776,50186.12109375,2,4,6
